1.0091	4.5642	0.10000	0.29000						
2.1215	4.1608	0.10000	0.29000						
2.9278	4.9821	0.10000	0.29000						
4.2826	4.2534	0.10000	0.29000						
5.4784	4.9907	0.10000	0.29000						
5.8967	4.3435	0.10000	0.29000						
6.9900	4.3865	0.10000	0.29000						
7.2292	4.2386	0.10000	0.29000						
9.0237	4.7878	0.10000	0.29000						
10.829	4.5924	0.10000	0.29000						
11.907	4.4130	0.10000	0.29000						
11.271	4.2439	0.10000	0.29000						
14.206	4.4669	0.10000	0.29000						
15.334	4.3108	0.10000	0.29000						
15.011	4.4762	0.10000	0.29000						
15.013	4.7123	0.10000	0.29000						
16.094	4.2053	0.10000	0.29000						
18.121	4.8960	0.10000	0.29000						
17.844	4.8053	0.10000	0.29000						
19.175	4.4116	0.10000	0.29000						
22.204	4.5098	0.10000	0.29000						
21.731	4.6481	0.10000	0.29000						
21.882	4.5354	0.10000	0.29000						
25.182	4.0512	0.10000	0.29000						
25.735	4.7604	0.10000	0.29000						
24.709	4.9355	0.10000	0.29000						
25.470	4.1816	0.10000	0.29000						
29.333	4.1268	0.10000	0.29000						
27.961	4.7617	0.10000	0.29000						
31.478	4.7555	0.10000	0.29000						
33.488	4.7876	0.10000	0.29000						
31.063	4.0920	0.10000	0.29000						
35.652	4.3076	0.10000	0.29000						
32.705	4.2549	0.10000	0.29000						
38.092	4.1296	0.10000	0.29000						
39.179	4.2819	0.10000	0.29000						
37.590	4.7543	0.10000	0.29000						
41.137	4.5912	0.10000	0.29000						
37.440	4.2929	0.10000	0.29000						
40.384	4.2572	0.10000	0.29000						
37.154	4.4737	0.10000	0.29000						
42.306	4.5571	0.10000	0.29000						
46.570	4.3763	0.10000	0.29000						
43.169	4.5460	0.10000	0.29000						
44.664	4.1795	0.10000	0.29000						
46.958	4.6569	0.10000	0.29000						
44.488	4.4379	0.10000	0.29000						
48.971	4.8217	0.10000	0.29000						
44.126	4.7418	0.10000	0.29000						
46.758	4.8573	0.10000	0.29000						
54.968	4.4293	0.10000	0.29000						
52.012	4.1159	0.10000	0.29000						
51.214	4.4929	0.10000	0.29000						
58.598	4.8750	0.10000	0.29000						
50.345	4.2143	0.10000	0.29000						
60.971	4.4372	0.10000	0.29000						
61.948	4.7472	0.10000	0.29000						
59.437	4.9145	0.10000	0.29000						
59.107	4.0320	0.10000	0.29000						
62.113	4.3483	0.10000	0.29000						
63.050	4.6126	0.10000	0.29000						
59.349	4.8485	0.10000	0.29000						
62.753	4.3676	0.10000	0.29000						
66.767	4.5198	0.10000	0.29000						
70.302	4.0646	0.10000	0.29000						
72.329	4.5163	0.10000	0.29000						
64.946	4.1010	0.10000	0.29000						
72.706	4.6330	0.10000	0.29000						
73.020	4.8381	0.10000	0.29000						
71.035	4.5139	0.10000	0.29000						
64.201	4.5693	0.10000	0.29000						
64.862	4.2304	0.10000	0.29000						
78.582	4.4386	0.10000	0.29000						
73.069	4.4786	0.10000	0.29000						
75.173	4.3568	0.10000	0.29000						
69.746	4.3452	0.10000	0.29000						
72.955	4.3666	0.10000	0.29000						
70.975	4.4392	0.10000	0.29000						
78.727	4.0640	0.10000	0.29000						
77.330	4.8955	0.10000	0.29000						
83.294	4.4702	0.10000	0.29000						
89.928	4.7597	0.10000	0.29000						
85.723	4.0882	0.10000	0.29000						
86.742	4.7558	0.10000	0.29000						
92.580	4.9438	0.10000	0.29000						
82.357	4.1409	0.10000	0.29000						
81.314	4.6148	0.10000	0.29000						
79.587	4.8781	0.10000	0.29000						
90.778	4.2966	0.10000	0.29000						
91.016	4.8973	0.10000	0.29000						
90.962	4.3552	0.10000	0.29000						
97.703	4.3007	0.10000	0.29000						
99.273	4.2369	0.10000	0.29000						
88.906	4.5700	0.10000	0.29000						
98.095	4.2098	0.10000	0.29000						
87.991	4.1385	0.10000	0.29000						
97.819	4.6675	0.10000	0.29000						
104.22	4.1440	0.10000	0.29000						
102.22	4.4677	0.10000	0.29000						
104.78	4.7569	0.10000	0.29000						
105.29	4.5415	0.10000	0.29000						
110.01	4.6138	0.10000	0.29000						
101.39	4.6467	0.10000	0.29000						
102.81	4.8949	0.10000	0.29000						
95.776	4.1409	0.10000	0.29000						
115.47	4.9888	0.10000	0.29000						
110.42	4.7513	0.10000	0.29000						
112.75	4.4250	0.10000	0.29000						
112.60	4.2428	0.10000	0.29000						
112.24	4.7981	0.10000	0.29000						
102.17	4.0821	0.10000	0.29000						
109.89	4.1069	0.10000	0.29000						
113.68	4.8253	0.10000	0.29000						
112.33	4.5027	0.10000	0.29000						
114.01	4.4739	0.10000	0.29000						
109.10	4.6086	0.10000	0.29000						
113.56	4.2967	0.10000	0.29000						
120.72	4.6364	0.10000	0.29000						
122.13	4.6022	0.10000	0.29000						
118.45	4.7690	0.10000	0.29000						
131.99	4.1902	0.10000	0.29000						
124.56	4.8514	0.10000	0.29000						
121.60	4.2808	0.10000	0.29000						
122.89	4.3585	0.10000	0.29000						
126.16	4.6647	0.10000	0.29000						
136.42	4.9608	0.10000	0.29000						
135.92	4.1158	0.10000	0.29000						
128.89	4.3163	0.10000	0.29000						
139.52	4.0320	0.10000	0.29000						
141.20	4.5562	0.10000	0.29000						
140.64	4.6513	0.10000	0.29000						
126.57	4.6289	0.10000	0.29000						
128.87	4.2237	0.10000	0.29000						
134.63	4.3928	0.10000	0.29000						
126.21	4.2271	0.10000	0.29000						
142.20	4.8170	0.10000	0.29000						
126.35	4.5595	0.10000	0.29000						
128.85	4.6334	0.10000	0.29000						
127.97	4.6936	0.10000	0.29000						
128.89	4.7982	0.10000	0.29000						
136.13	4.2136	0.10000	0.29000						
132.15	4.6122	0.10000	0.29000						
146.49	4.2391	0.10000	0.29000						
141.28	4.9950	0.10000	0.29000						
155.58	4.9346	0.10000	0.29000						
147.36	4.5205	0.10000	0.29000						
158.49	4.0915	0.10000	0.29000						
147.18	4.7086	0.10000	0.29000						
154.97	4.6484	0.10000	0.29000						
138.25	4.3791	0.10000	0.29000						
155.04	4.0905	0.10000	0.29000						
154.74	4.5550	0.10000	0.29000						
159.12	4.2894	0.10000	0.29000						
162.04	4.7337	0.10000	0.29000						
147.53	4.0425	0.10000	0.29000						
155.74	4.2332	0.10000	0.29000						
146.95	4.4701	0.10000	0.29000						
156.02	4.3956	0.10000	0.29000						
151.41	4.9326	0.10000	0.29000						
159.80	4.6970	0.10000	0.29000						
148.77	4.4936	0.10000	0.29000						
178.04	4.6666	0.10000	0.29000						
176.62	4.9818	0.10000	0.29000						
178.02	4.7173	0.10000	0.29000						
180.51	4.4569	0.10000	0.29000						
182.12	4.9450	0.10000	0.29000						
173.75	4.9360	0.10000	0.29000						
154.31	4.2399	0.10000	0.29000						
159.80	4.3603	0.10000	0.29000						
174.04	4.4658	0.10000	0.29000						
180.49	4.0870	0.10000	0.29000						
163.67	4.4586	0.10000	0.29000						
179.05	4.9458	0.10000	0.29000						
177.13	4.9086	0.10000	0.29000						
179.92	4.1024	0.10000	0.29000						
187.88	4.2287	0.10000	0.29000						
172.36	4.0265	0.10000	0.29000						
161.76	4.9267	0.10000	0.29000						
185.46	4.8953	0.10000	0.29000						
191.62	4.8804	0.10000	0.29000						
178.06	4.6206	0.10000	0.29000						
198.16	4.2200	0.10000	0.29000						
184.56	4.1838	0.10000	0.29000						
166.19	4.4437	0.10000	0.29000						
191.19	4.6074	0.10000	0.29000						
177.79	4.5051	0.10000	0.29000						
189.70	4.9019	0.10000	0.29000						
174.68	4.8452	0.10000	0.29000						
198.30	4.3746	0.10000	0.29000						
200.30	4.9657	0.10000	0.29000						
204.98	4.1816	0.10000	0.29000						
201.45	4.8958	0.10000	0.29000						
191.70	4.9406	0.10000	0.29000						
178.41	4.0427	0.10000	0.29000						
179.83	4.5505	0.10000	0.29000						
208.52	4.2159	0.10000	0.29000						
181.77	4.2415	0.10000	0.29000						
210.09	4.4655	0.10000	0.29000						
184.36	4.5641	0.10000	0.29000						
181.88	4.7852	0.10000	0.29000						
190.66	4.4742	0.10000	0.29000						
196.58	4.6085	0.10000	0.29000						
188.58	4.0296	0.10000	0.29000						
192.54	4.5117	0.10000	0.29000						
221.40	4.1224	0.10000	0.29000						
216.40	4.3094	0.10000	0.29000						
225.56	4.1223	0.10000	0.29000						
226.66	4.3336	0.10000	0.29000						
209.95	4.8815	0.10000	0.29000						
189.10	4.8146	0.10000	0.29000						
214.66	4.9929	0.10000	0.29000						
220.90	4.3196	0.10000	0.29000						
230.53	4.5858	0.10000	0.29000						
227.92	5.0025	0.10000	0.29000						
208.74	4.1746	0.10000	0.29000						
200.18	4.2170	0.10000	0.29000						
225.12	5.0111	0.10000	0.29000						
